No.,Airlines,Tweet_Text,created,Twitter_screenname,Followers,id,location
2728,AirVistara,"@airvistara , Also initiate the compensation, else i need to raise the complaint against you guys in consumer court.",2022-05-06 15:01:02+00:00,Anas_Hussain24,2,1.52E+18,
2729,AirVistara,"@airvistara , Are you guys serious enough to update about my missing baggage, it’s more than 25 days, pls confirm if it got lost??",2022-05-06 15:00:03+00:00,Anas_Hussain24,2,1.52E+18,
2730,AirVistara,@Kailashkher @dreamgirlhema @airvistara @JM_Scindia @Gen_VKSingh amazing,2022-05-06 14:55:02+00:00,rafiei_nicki,4,1.52E+18,gothenburg Sweden 
2731,AirVistara,@airvistara why officials allow two cabin luggages initially and later on requesting even not allow one luggage #UK940 BOM DELHI,2022-05-06 14:54:08+00:00,puruaryan,52,1.52E+18,New Delhi
2732,AirVistara,@atishub @airvistara this shows how much concerned he was to enroll you!! :),2022-05-06 14:53:41+00:00,Ankit_Sri_,62,1.52E+18,NoWhere
2733,AirVistara,@airvistara I haven’t seen this facility onboard 🧐 Fooling us??🤔 https://t.co/toxUuejPDA,2022-05-06 14:52:21+00:00,Akarshprit,152,1.52E+18,Delhi
2734,AirVistara,So once I was travelling by @airvistara and the guy at the the baggage counter asked my details to enroll me into Club Vistara membership. His writing was so bad that when I received my CV member mail my name was changed from Shubham Verma to Shabnam Kerma and also gender changed https://t.co/NSsiDjW6B2,2022-05-06 14:52:19+00:00,atishub,237,1.52E+18,AQI under 200
2735,AirVistara,@airvistara @airvistara  thanks for the prompt reply . I have all the details via DM. Kindly help me out finding my AirPods.,2022-05-06 14:39:57+00:00,HusenShaik2,0,1.52E+18,
2736,AirVistara,"@airvistara  dear vistara airlines , I forgot my AirPods max on one of ur flight from Delhi to CCU . I have escalated the issue via multiple channels , however there is no reply on the concerned issue.

However I’m able to Track my AirPods and they are ",2022-05-06 14:17:20+00:00,HusenShaik2,0,1.52E+18,
2737,AirVistara,Thank you @airvistara  had a a great time walking from gate 2 to gate 30 to gate 17 to gate 1 ..flight UK 893 Banglore to Hyderabad at 2010 .. is there any way you can get into @GWR for changing more no of gates for a single flight ? You should try .. @JM_Scindia,2022-05-06 14:16:34+00:00,kaalisudheers,2641,1.52E+18,Earth  
2738,AirVistara,"As an Indian, I am very embarassed @airvistara is an Indian-based airline, and hope it does not tarnish the reputation of Indians on an international scale.",2022-05-06 14:16:27+00:00,ReyalVandana,0,1.52E+18,
2739,AirVistara,We are severely disappointed in @airvistara and recommend that no one take a Vistara flight in the future until the airlines begins to care for the well-being of its customers and educate their managers in politeness and common courtesy.,2022-05-06 14:16:27+00:00,ReyalVandana,0,1.52E+18,
2740,AirVistara,"As someone who has been in the service industry for over 30 years, it is apparent the @airvistara management need to receive service excellence training. They were apathetic, rude and abrasive, indicating we should take 2500 INR or ‘get lost’. The airport cab fare was 1000 INR..",2022-05-06 14:16:26+00:00,ReyalVandana,0,1.52E+18,
2741,AirVistara,"Moreover, @airvistara at the time did not offer any compensation or empathy for our incurred losses. 

Customer service was lacking amongst the managers who were highly unhelpful, particularly Ms. Dutt and Ms. Sharma at Arrivals at the Indira Gandhi Airport in Delhi.",2022-05-06 14:16:25+00:00,ReyalVandana,0,1.52E+18,
2742,AirVistara,We called @airvistara customer service multiple times to voice concerns over the lost baggage which contained many valuables and very little helpful information was provided.,2022-05-06 14:16:24+00:00,ReyalVandana,0,1.52E+18,
2743,AirVistara,"If @airvistara has a court sharing agreement with @airfrance (with whom we had a previous connecting flight with), Vistara has a obligation to collect and take handover of baggage: ensuring the baggage travels with the passenger.",2022-05-06 14:16:24+00:00,ReyalVandana,0,1.52E+18,
2744,AirVistara,We had the most aggravating experience using @airvistara and were very disappointed by its lack of customer service. Vistara misplaced our bags and it took 72 hours for all five suitcases to be in our possession.,2022-05-06 14:16:23+00:00,ReyalVandana,0,1.52E+18,
2745,AirVistara,@airvistara @airvistara after 4 days of wait and hours of hold I was told by customer care to email again to medical.clearance@airvistara. Is customer a joke here? I am not sure what I should do next. Kindly let me know what to do next. 🙏,2022-05-06 14:00:16+00:00,kratikagupta208,0,1.52E+18,
2746,AirVistara,@airvistara Thanks for your prompt reply 🙂,2022-05-06 13:58:26+00:00,prakrel,119,1.52E+18,
2747,AirVistara,"@airvistara Glad to see your response being quick here, thank you connecting via DM",2022-05-06 13:51:42+00:00,maya_sravannthi,373,1.52E+18,"Hyderabad, India"
2748,AirVistara,"@airvistara still no contact from ur Srinagar office, my baggage was send yesterday from Delhi and must be languishing some where at airport , I have essential things in bag which are going to perish",2022-05-06 13:39:50+00:00,cardiointerven,24,1.52E+18,"24.698454,46.787736"
2749,AirVistara,"@airvistara that does solve my issue, there was no further response on DM",2022-05-06 13:36:22+00:00,cardiointerven,24,1.52E+18,"24.698454,46.787736"
2750,AirVistara,"@airvistara it's very unfortunate that for a small issues I held the call for more than 15 min and none of the customer service folks got back to me, extremely disappointed and very poor come back with respect to issues and response time on the website to",2022-05-06 13:36:10+00:00,maya_sravannthi,373,1.52E+18,"Hyderabad, India"
2751,AirVistara,@airvistara Looking to book from London to Delhi. Can't understand difference between eco value and eco standard tickets. Both appear to include checked in bags. Thanks,2022-05-06 13:35:44+00:00,prakrel,119,1.52E+18,
2752,AirVistara,@airvistara @GaryDaGamezone #Vistara you guys keep on asking DM for every complain but you guys don't even reply to DM as well it's been 24 hours to my query. Rubbish experience with #airvistara,2022-05-06 13:35:12+00:00,AartigauravPuri,1,1.52E+18,
2753,AirVistara,@airvistara what is the procedure to use the co branded axis card to change the membership status of club vistara??,2022-05-06 13:34:08+00:00,DBA5659,10,1.52E+18,
2754,AirVistara,"Requesting Team @airvistara for ""Direct-Flights"" between Kolkata &amp; Male' #VisitMaldives 🌊🏝 World's Leading Destination #SunnySideOfLife 🏖 @Mausoom_Maus @MoTmv @JM_Scindia @MamataOfficial @MoCA_GoI

🇮🇳🇲🇻Ram Krishna Jaiswal 
Hon.Consul Republic of #Maldives 
(in Kolkata WB) https://t.co/I78E6efQgt",2022-05-06 13:24:21+00:00,RamKJaiswal,154,1.52E+18,Kolkata (WB) India
2755,AirVistara,"@rishisgpgi @airvistara Thanks for info, will do",2022-05-06 12:43:31+00:00,hakim_asrar,32,1.52E+18,Nanjangud Mysore 
2756,AirVistara,"@airvistara @RNTata2000 @TataCompanies for few thousand rupees Vistara today again misleads in DM that Full refund processed, contact Agt.Since 16 Mar this being reiterated.Agent denies such instructions.Does it take 50 days to Refund paltry money aboutRs",2022-05-06 12:40:13+00:00,DarbariRajesh,21,1.52E+18,
2757,AirVistara,"@airvistara is UK864 on time?

The scheduled take off is at 7 pm and no 1 is at the gate to attend it.

Neither has there been an announcement.

#Vistara
#Tata
@TataCompanies",2022-05-06 12:38:19+00:00,harshpatel777,300,1.52E+18,"Mumbai, India"
2758,AirVistara,"@yogisach1 @MyIndusIndBank @airvistara BOYCOTT INDUSIND BANK being the WORST BANK. Let's start a compaign and to avoid getting into its trap and make social media, general public and your contacts aware of this fact. Request concerned authorities to look ",2022-05-06 12:31:29+00:00,KediaPawankedia,15,1.52E+18,mumbai
2759,AirVistara,RT @yogisach1: @MyIndusIndBank #vistaraexplorer #creditcardscam @airvistara beware if IndusInd cards they are frauds And market false and m…,2022-05-06 12:31:21+00:00,KediaPawankedia,15,1.52E+18,mumbai
2760,AirVistara,RT @puneet1903: @airvistara I would like to appreciate Pooja &amp; team at Pune airport. Thanks vistara to inculcate such a good service for us…,2022-05-06 12:17:57+00:00,panik02,526,1.52E+18,"ÜT: 22.6454223,88.4347076"
2761,AirVistara,@airvistara Have you refunded money ?,2022-05-06 12:08:00+00:00,manish0222,51,1.52E+18,"New Delhi, Delhi"
2762,AirVistara,Paying full price for a normal recliner seat that doesn’t even recline!! @airvistara Very disappointing!,2022-05-06 12:00:16+00:00,SinhaDevlina,26,1.52E+18,"Mumbai, India"
2763,AirVistara,@airvistara I am still waiting for a confirmation from your end. You changed the seat without any info. i am not sure why when 44E was also with Bassinet? I am so really irritated with this topic now. Never again Vistara with infant. So much confusion.,2022-05-06 11:59:19+00:00,ashwini_MJ,5,1.52E+18,"Eberbach, Deutschland"
2764,AirVistara,@airvistara I would like to appreciate Pooja &amp; team at Pune airport. Thanks vistara to inculcate such a good service for us. Being plantinium member I want to give 10 out of 10 for such a great service and hospitality.,2022-05-06 11:53:39+00:00,puneet1903,26,1.52E+18,new delhi
2765,AirVistara,@airvistara help me please....,2022-05-06 11:51:37+00:00,GaryDaGamezone,5,1.52E+18,
2766,AirVistara,@uma_umamirun @airvistara Thank you Uma ma’am,2022-05-06 11:47:14+00:00,OMRcat,2619,1.52E+18,Chennai
2767,AirVistara,@OMRcat @airvistara Beautiful click,2022-05-06 11:42:53+00:00,uma_umamirun,796,1.52E+18,New Delhi
2768,AirVistara,@airvistara stopped giving refund for cancelled flight? booking ID: 2701220089085,2022-05-06 11:37:10+00:00,DeepakJ14791101,0,1.52E+18,
2769,AirVistara,"@airvistara i m trying to reset password from last few days of club vistara but not getting link on email (123394331), r u guys not using services of @TCS to fix these problems? Plz help",2022-05-06 11:29:53+00:00,raj_akar,83,1.52E+18,"Mumbai, Maharashtra"
2770,AirVistara,@Mohan_Rngnathan @airvistara Will try &amp; request the pax on the window,2022-05-06 11:27:13+00:00,OMRcat,2619,1.52E+18,Chennai
2771,AirVistara,@OMRcat @airvistara Right side window👍 We can expect sunset photos😊,2022-05-06 11:24:23+00:00,Mohan_Rngnathan,5329,1.52E+18,Chennai
2772,AirVistara,Delhi T3 .. An all @airvistara lineup .. https://t.co/fxTiA1AYKP,2022-05-06 11:17:35+00:00,OMRcat,2619,1.52E+18,Chennai
2773,AirVistara,"@airvistara I wants to work with @airvistara,i applied in website for mumbai security executive position, but never got response. There are so many showcase vacancies are there,but no recruitment, Can i get any response @airvistara ,i just want sent my 4y",2022-05-06 11:07:21+00:00,Withyouk50,0,1.52E+18,
2774,AirVistara,@airvistara been over 24th but still haven’t had any updates from your end. Is this the customer service that we should expect from a @TataCompanies product?,2022-05-06 11:03:03+00:00,aakanksha555,115,1.52E+18,"Littleton, MA"
2775,AirVistara,@LiveFromALounge @airvistara I wish they had good kits in business considering they are in a lot of ways associated to SQ? https://t.co/2hOBpO7T5y,2022-05-06 10:51:58+00:00,PDumi21,28,1.52E+18,"New York, USA"
2776,AirVistara,"@LiveFromALounge But the crew is amazing, I think one of the best in the world @airvistara just needs to work on menus in business it’s ridiculous they speak and you are expected to choose, and better food rather than rubber in gravy",2022-05-06 10:48:46+00:00,PDumi21,28,1.52E+18,"New York, USA"
2777,AirVistara,@airvistara 4 times my call was dropped off by your cx reps. Is this the service you guys uphold. I am sorry but I am going to file a case in national consumer forum for this kind of harassment. @airvistara,2022-05-06 10:37:46+00:00,arvind_anumala,11,1.52E+18,"Hyderabad, India"
2778,AirVistara,"@hakim_asrar @airvistara At the boarding gates, they usually ask if you are a member else register. You can also register on their website but I believe you would need at least one boarding history",2022-05-06 10:37:08+00:00,rishisgpgi,16,1.52E+18,India
2779,AirVistara,@airvistara no solution to my problems.please do needful or otherwise will have to file case in consumer forum.,2022-05-06 10:32:16+00:00,DrKetamine1,6,1.52E+18,
2780,AirVistara,#B787 First Officers @airvistara India #hiring https://t.co/rjK4TDl4P2 https://t.co/2nKtYZp0Ma,2022-05-06 10:23:53+00:00,AviationJobsMe,46522,1.52E+18,Worldwide
2781,AirVistara,"@airvistara it’s 2nd time in 3 days that I have travelled Business class IXC-KOL-IXC but despite priority tag  my luggage came last, there was no Vistara employee at Belt. Please see &amp; improve your systems it’s bringing bad name to @TataCompanies",2022-05-06 10:15:12+00:00,anilkhosla123,65,1.52E+18,Mera Bharat Mahan
2782,AirVistara,@jetairways That’s good but this lag period have costed u heavily with all premium clients shifting to Vistara now … and I really find @airvistara a great airline in comfort and service,2022-05-06 10:09:34+00:00,tomar_anamika,232,1.52E+18,Mumbai
2783,AirVistara,@airvistara  disappointed with service,2022-05-06 10:02:11+00:00,cardiointerven,24,1.52E+18,"24.698454,46.787736"
2784,AirVistara,RT @musanage: @airvistara From   kongu  capital  to  national  capital  as well as  financial and  digital  capital  well connected with  d…,2022-05-06 09:58:48+00:00,musanage,292,1.52E+18,
2785,AirVistara,@airvistara From   kongu  capital  to  national  capital  as well as  financial and  digital  capital  well connected with  daily  flights.   musanage@twitter.com,2022-05-06 09:58:25+00:00,musanage,292,1.52E+18,
2786,AirVistara,@airvistara I was asked to take a test randomly at the airport even though I have a recovery letter from the country that I recently recovered from Covid. Is this for solving for Covid or is this just taking money? I # presented the recovery certificate w,2022-05-06 09:58:23+00:00,leviyanoro,1,1.52E+18,
2787,AirVistara,@airvistara Thank you @airvistara for all your efforts in sorting out our issue. Looking forward for a great journey with Vistara. :),2022-05-06 09:49:42+00:00,santoshtallapu3,2,1.52E+18,
2788,AirVistara,"RT @santoshtallapu3: Dear @airvistara , 

Just wanted to bring to your notice,our pain and grief over following up with your customer care…",2022-05-06 09:47:51+00:00,santoshtallapu3,2,1.52E+18,
2789,AirVistara,"@airvistara You need to have Cjb-ccu 
Make it hopping if you have to but have that sector. Very good influx of passengers due to textile industry demand.",2022-05-06 09:32:53+00:00,yashkhemka21,187,1.52E+18,psgtech
2790,AirVistara,@airvistara Let's make it happen #SaveSoil @SadhguruJV,2022-05-06 09:21:01+00:00,IshaGanesh,86,1.52E+18,
2791,AirVistara,RT @joybhattacharj: I've had an absolute shocker with @airvistara. And it's quite a saga. The story actually begins on the 19th of March wh…,2022-05-06 09:17:31+00:00,ParanJournalist,2269,1.52E+18,"New Delhi, India"
2792,AirVistara,"@airvistara 
I would like to raise complaint.

My wife and kid travelled on 3rd May from Delhi to Frankfurt.

+ My kid 6 month old didn't offer a meal because check in counter forgot to enter it in boarding pass.

+ No assistance for booked women flyer se",2022-05-06 08:48:09+00:00,RohitSh35823239,5,1.52E+18,
2793,AirVistara,"@airvistara 
A very slow service of Air vistara  because I mail on contactus@clubvistara.com   for the activation of my CV iD 144667331 but till day no any response from vistara.

Its required only activation CV ID 144667331",2022-05-06 08:20:29+00:00,jk_naagar,34,1.52E+18,"Mumbai, India"
2794,AirVistara,@airvistara I have shared details via DM. Request you to act upon this as early as possible,2022-05-06 07:59:56+00:00,linktoansh,45,1.52E+18,"Kanpur, Delhi, Mumbai"
2795,AirVistara,RT @JalilKh05036764: Reached #Guwahati from Bengaluru International Airport just now by Flight No. UK755 of @airvistara. My ET No. was 2283…,2022-05-06 07:57:27+00:00,Guwahatias,299,1.52E+18,"Guwahati, India"
2796,AirVistara,@kbrai @joybhattacharj @airvistara Sure . Can u pls share details over an email . Will try to come back quickly on this . sumeet.gosain@airvistara.com,2022-05-06 07:54:44+00:00,sumeetgosain08,183,1.52E+18,"Noida, India"
2797,AirVistara,"@airvistara 

Our issue is still not resolved, publicly just showing that you are looking into it is too fake. Just letting people know how your customer service actually is.

#banvistara",2022-05-06 07:38:46+00:00,neekeshverma,10,1.52E+18,"New Delhi, India"
2798,AirVistara,@joybhattacharj @airvistara This is shocking indeed. I hope they are listening.,2022-05-06 07:38:34+00:00,vittalbalaji,391,1.52E+18,"Hyderabad, India"
2799,AirVistara,@joybhattacharj @airvistara @sumeetgosain08 fyi buddy and if you can help Joy.,2022-05-06 07:34:46+00:00,kbrai,336,1.52E+18,India
2800,AirVistara,@airvistara we are travelling from Delhi to Denver via Bangalore and London. Our first leg of flight is Vistara from Delhi to bangluru. I contacted customer care regarding baggage Checkin rule and immigration rule but did not got satisfactory reply. Pl gu,2022-05-06 07:33:35+00:00,RAJEEVANKIT,22,1.52E+18,"Faridabad, India"
2801,AirVistara,@jetairways @AskDrShashank Welcome. Loyal customers really missed you @jetairways. @airvistara is nowhere near you in customer satisfaction and care for them.,2022-05-06 07:30:31+00:00,SincePranjal,81,1.52E+18,"Mumbai, India"
2802,AirVistara,@MyIndusIndBank #vistaraexplorer #creditcardscam @airvistara beware if IndusInd cards they are frauds And market false and misleading offers same card available for 10k and 40k same customers cheating scheme . #IndusindBank #INDUSINDBK #indusind,2022-05-06 07:20:58+00:00,yogisach1,480,1.52E+18,Universe
2803,AirVistara,Reached #Guwahati from Bengaluru International Airport just now by Flight No. UK755 of @airvistara. My ET No. was 2283904673181 and Seat No. was 22C. Complementary food of Vistara was satisfactory. https://t.co/l41Y2I5mtX,2022-05-06 07:07:50+00:00,JalilKh05036764,319,1.52E+18,"Bajali, Assam, India"
2804,AirVistara,"@airvistara Great crew, great food, on time flight, organised boarding. I see change - Can’t wait for my next flight on Air Vistara. Let the power be with you and hope to see you grow. @airvistara #FlyingTheNewFeeling 💜",2022-05-06 06:57:33+00:00,MufcHarshad,352,1.52E+18,
2805,AirVistara,"@PBnrg @airvistara Same here. I have been a loyal customer for quite some time now. I lost my patience when they now refuse to serve coffee/tea citing Covid while they serve you complete meals along with super sugary packed drinks. 
The check-in/boarding ",2022-05-06 06:35:09+00:00,baddychat,184,1.52E+18,NCR India
2806,AirVistara,"@airvistara @joybhattacharj we  may  strive  our  best  to  inconvenience  you  in  more  ways  possible  than  Vishu  has  already  done.  BTW,  Vishu  could  be  due  for  promotion  for  the  thoughtful  customer  experience  that  Joyda  has  enjoyed ",2022-05-06 06:29:35+00:00,ouchpotato,76,1.52E+18,
2807,AirVistara,"@airvistara i replied to dm, please check.",2022-05-06 06:13:54+00:00,saqibghani876,0,1.52E+18,
2808,AirVistara,"Touchdown BENGA City!
Thanks for having me Hyderabad! Until next time💎✌️
As always, a smooth landing &amp; pleasant experience by @airvistara 💎 https://t.co/9D0H3iybic",2022-05-06 06:09:55+00:00,iamabverse,1373,1.52E+18,Metaverse
2809,AirVistara,@nirupamakotru @joybhattacharj @airvistara I can't ever tolerate this condescending attitude. Meri to ladai ho jaye. They aren't doing us a favor by behaving well or being courteous. It's their job and we have paid for the experience. People with attitude,2022-05-06 06:05:25+00:00,dushyant_delhi,86,1.52E+18,New Delhi
2810,AirVistara,@airvistara #vistara Waiting for the revert,2022-05-06 05:52:25+00:00,AartigauravPuri,1,1.52E+18,
2811,AirVistara,@airvistara - Travelling with wife and a 3 years old kid. Your website doesn’t give options to take all seats together. Do u expect a 3 years old kid to sit alone ? Pathetic is not the word for your service/system,2022-05-06 05:40:18+00:00,linktoansh,45,1.52E+18,"Kanpur, Delhi, Mumbai"
2812,AirVistara,@joybhattacharj @airvistara its a expectation issue we still think of airline travel as a travel experience but fr airlines its a way of moving max no of people with max profit etc.The service staff is just to have old familar signs but thier days are num,2022-05-06 05:32:06+00:00,pawndaymj,90,1.52E+18,Mumbai
2813,AirVistara,"@airvistara Thank you vistara 
Took flight from Gau -Del and it was amazing experience.your crew member treat passenger as a family.
Just amazing looking forward to fly again and will try to travel in business class if pocket allow but thank you once agai",2022-05-06 05:28:01+00:00,Abhishe43644427,15,1.52E+18,"Assam, India"
2814,AirVistara,"@airvistara I have already filed a report in lost and found baggage services at the Frankfurt airport, my number is +4917673564292 and my email is : rikagg1@gmail.com, Please do let me know if any other details is needed from my side, I hope I’m able to",2022-05-06 05:25:43+00:00,rikshit_agg,8,1.52E+18,
2815,AirVistara,@kushanmitra @airvistara @flightradar24 Aaah let me download flight radar,2022-05-06 05:20:31+00:00,DigitallyBones,5142,1.52E+18,New Delhi
2816,AirVistara,"@airvistara flying from Leh to Mumbai today,in the first flight Leh-Delhi the breakfast provided had only sugar items
Chocopie with strawberry,cookies,coated cracker,chocolate &amp; juice!
This isn’t a healthy option as 1st meal of the day specially for",2022-05-06 05:07:07+00:00,Aashin_A_Shah,253,1.52E+18,Mumbai
2817,AirVistara,"@airvistara Thanks a lot for reaching out.. my PNR number is QLRU4F.. I’m not sure if my baggage with code UK234630 was even taken from New Delhi, please do check that first, if it was taken then I suspect it got exchanged against UK233613.. May you  le",2022-05-06 05:04:42+00:00,rikshit_agg,8,1.52E+18,
2818,AirVistara,"@airvistara As former Collector of Coimbatore I have taken steps for the expansion of the aerodram.I am very happy that facilitates are made available for people to fly directly to New Delhi,Mumbai and Bangalore fro Coimbatore.",2022-05-06 05:04:05+00:00,athimoolamias,2121,1.52E+18,
2819,AirVistara,"@airvistara so your Vouchers are just a joke and it depends on your whims and fancies, you stated behaving like the Jet Airways way 👎👎",2022-05-06 05:03:44+00:00,aroonin,1348,1.52E+18,New Delhi
2820,AirVistara,"I have booked ticket through mmt @makemytrip with Id NF73OKDLCB1X2R4Q7121 on 16th march and cancelled the same within 24 hrs, as per DGCA  @airvistara  confirmed that I am eligibile for full refund and have that in writing as well from mmt didn't got my money back yet @DGCAIndia",2022-05-06 04:57:38+00:00,satyaprakash310,46,1.52E+18,Delhi
2821,AirVistara,I too experienced one of the worse experiences with @airvistara last month. They have forgotten the core values of Tata Group. https://t.co/bgftLV3zBZ,2022-05-06 04:53:08+00:00,Shaji4Football,9107,1.52E+18,Delhi
2822,AirVistara,@airvistara Haven't heard back as of now,2022-05-06 04:51:56+00:00,SaranshGoila,671507,1.52E+18,Delhi / Mumbai
2823,AirVistara,@airvistara you should think about having “number of flights to next tier” on club vistara to enable people know how many more flights they need to move to the next tier! Think about it,2022-05-06 04:51:21+00:00,gopal_nagarada,0,1.52E+18,"Hyderabad, India"
2824,AirVistara,@rishisgpgi No doubts about @airvistara on this. But I tried to enroll as well but I don't know what happens...,2022-05-06 04:50:57+00:00,hakim_asrar,32,1.52E+18,Nanjangud Mysore 
2825,AirVistara,"@sourabhde1974 @joybhattacharj @airvistara American airlines are the worst. At least on the international sector they are kind enough to give you a snack bag for the night. If you are unfortunate enough to travel on any domestic route in America, they thr",2022-05-06 04:41:51+00:00,nirupamakotru,5252,1.52E+18,new delhi
2826,AirVistara,"@airvistara, you have no value for the customers, I was covid +ve in Jan so couldn't travel, I had to cancel my ticket but didn't get a refund. I never got a reply from you to my many emails. you should know that we work so hard to earn money. Respect tha",2022-05-06 04:30:11+00:00,meravikumar005,4,1.52E+18,"Berlin, Germany"
2827,AirVistara,@airvistara need someone to connect immediately. Will be immense help,2022-05-06 04:27:43+00:00,Raktim04892585,12,1.52E+18,
2828,AirVistara,"RT @airvistara: @AnandRasganiya Dear Mr. Rasganiya, Thank you for your feedback. We'll pass it along to our Network Planning team for consi…",2022-05-06 04:26:54+00:00,AnandRasganiya,69,1.52E+18,
2829,AirVistara,@airvistara Thank u vistra family,2022-05-06 04:22:06+00:00,AnandRasganiya,69,1.52E+18,
2830,AirVistara,RT @bollina79: @airvistara Cool flights high over the hills- guess where? https://t.co/HEtMcZg04Z,2022-05-06 04:16:25+00:00,tbalajiocha,117,1.52E+18,India
2831,AirVistara,RT @airvistara: Tune-in to the sounds of a safe flying experience. Rekindle the joy of travelling with #TheSoundtrackOfTravel. Check out th…,2022-05-06 04:16:16+00:00,tbalajiocha,117,1.52E+18,India
2832,AirVistara,@nirupamakotru @joybhattacharj @airvistara 😂😂 kash the floor of the aircraft could swallow me and save the ‘sweetie’ retort!!,2022-05-06 04:16:04+00:00,sourabhde1974,108,1.52E+18,"Mumbai, Hyderabad, India"
2833,AirVistara,@airvistara Sent the dm. Lets see how long does it take now.,2022-05-06 04:06:09+00:00,shivamsarin,142,1.52E+18,"Agra, India"
2834,AirVistara,"@joybhattacharj @airvistara Terrible.Didnt expect this from Vistara,I thought their service was best in India. 
On a side note,first time we took UnitedAirlines to the US,my husband called air hostess &amp;held up his jacket to which she said,""What would ",2022-05-06 04:02:41+00:00,nirupamakotru,5252,1.52E+18,new delhi
2835,AirVistara,"@airvistara plz star flight 

Patna to yog nagari",2022-05-06 03:58:38+00:00,AnandRasganiya,69,1.52E+18,
2836,AirVistara,@flyspicejet fav. airline @airvistara,2022-05-06 03:58:03+00:00,dheeraj082,4,1.52E+18,"नई दिल्ली, भारत"
2837,AirVistara,@INikhilNanda @airvistara Good airline,2022-05-06 03:55:47+00:00,sushma66636808,7,1.52E+18,
2838,AirVistara,"RT @dilipkukunooru: @airvistara  @PTI_News @timesofindia @EconomicTimes  PNR:6TSTKG,A Horrible experience with ground staff, Ms Daisy at KI…",2022-05-06 03:48:27+00:00,dilipkukunooru,0,1.52E+18,
2839,AirVistara,"@airvistara @DGCAIndia @JM_Scindia @PMOIndia The airlines take the passengers for a ride and all the concerned authorities, regulator and Ministers keep mum. What's the use of passenger charter and the redressal mentioned therein?? Still have faith only o",2022-05-06 03:43:17+00:00,iammaaruti,36,1.52E+18,Kolkata
2840,AirVistara,@airvistara Please update me regarding my bag. It is highly unprofessional of your team that they are not able to trace the status of my bag. Please ubdeestabd its very urgent as I am in different city and don't have anything to start the day,2022-05-06 03:37:41+00:00,iamCATARUN,97,1.52E+18,All around the world
2841,AirVistara,"@airvistara luggage handling team at @RGIAHyd is reckless this was clearly visible from UK829 window throwing &amp; dropping it on the ground, as expected they damaged my new suitcase. Not sure if this is how they’re trained to handle. #mishandledBaggag",2022-05-06 03:33:53+00:00,rajeshnathani,65,1.52E+18,India
2842,AirVistara,"@airvistara  @PTI_News @timesofindia @EconomicTimes  PNR:6TSTKG,A Horrible experience with ground staff, Ms Daisy at KIAL,Bglr. Gate isn’t closed, she chose to punish instead of help. Culture around vistara is to punish customers  for their circumstance",2022-05-06 03:26:39+00:00,dilipkukunooru,0,1.52E+18,
2843,AirVistara,@airvistara traveling today on UK898 from Hyderabad to Bangalore....perfect landing compliments to the crew..,2022-05-06 03:20:39+00:00,RajuHarishch,1,1.52E+18,Harish Raju
2844,AirVistara,"@rohitmittal86 @YatraOfficial @airvistara If you want to take any legal action against them so that you can get your money back sooner, get in touch with @getmyrefundin",2022-05-06 03:04:50+00:00,ShilpaP16548229,111,1.52E+18,
2845,AirVistara,@joybhattacharj @airvistara Had more than one bad experiencewith @airvistara. Extremely rude and insensitive ground staff,2022-05-06 02:14:19+00:00,ravimatani,52,1.52E+18,
2846,AirVistara,@joybhattacharj @airvistara Looks like Vistara is horrible. Is this the future of Air India,2022-05-06 02:11:46+00:00,vedvarma,253,1.52E+18,21 N : 78 E 
2847,AirVistara,"@airvistara 
Flying with Vistara UK898 (Hyd to Blr) for the first time...a delightful experience indeed.. https://t.co/VjxODWWHXT",2022-05-06 02:00:32+00:00,RajuHarishch,1,1.52E+18,Harish Raju
2848,AirVistara,RT @pawankandhari: stuck at Singapore Airport with 4kids nothing mentioned about RTPCR on vistara website HOPE HELP +919833150952 @DrSJaish…,2022-05-06 01:58:55+00:00,sush_cooldude,104,1.52E+18,
2849,AirVistara,@DigitallyBones @airvistara The layout is clear in online check-in. Vistara has three (iirc) all-economy planes. As for the registration that can be found out on @flightradar24,2022-05-06 01:43:01+00:00,kushanmitra,18190,1.52E+18,"New Delhi, India"
2850,AirVistara,stuck at Singapore Airport with 4kids nothing mentioned about RTPCR on vistara website HOPE HELP +919833150952 @DrSJaishankar @airvistara @SGinIndia @DGCAIndia @JM_Scindia,2022-05-06 01:39:25+00:00,pawankandhari,6,1.52E+18,Mumbai India
2851,AirVistara,@airvistara Waiting for your reply,2022-05-06 01:32:59+00:00,iamCATARUN,97,1.52E+18,All around the world
2852,AirVistara,"@airvistara Hi Sonal, the amount is still not credited",2022-05-06 01:31:17+00:00,achviv,1,1.52E+18,
2853,AirVistara,@joybhattacharj @gauravkapur @airvistara The brand name of TATA is a fad. It’s an irony that people are still falling for it.,2022-05-06 01:27:35+00:00,tangy_charlie,3,1.52E+18,"Bengaluru, India"
2854,AirVistara,@jetairways Congratulations @jetairways 💐. You and @airvistara should stand out in the Indian skies filled with no frills airlines. Cheers!!!,2022-05-06 00:59:56+00:00,DeenVinod,4,1.52E+18,
2855,AirVistara,"@airvistara Are you treating your customers differently for CANCELLATION of tickets.  Those who use different applications to book tickets in your airline is charged for cancelling.  Using your application is not charged within next day cancelled, this is",2022-05-06 00:44:52+00:00,mathspvm,9,1.52E+18,kochi
